ingestion_event_id,ingestion_batch_id,event_type,source_event_ref,source_observed_at,received_at,safe_payload,normalization_status,rejection_code,rejection_detail,created_at
355fcc5c-bd7e-5632-b86c-431f58ff1f79,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000029,2026-06-26T03:08:00Z,2026-06-26T03:10:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000029""}",normalized,,,2026-06-26T03:10:00Z
dfb46c02-1a59-5e97-8f48-98729e647393,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000030,2026-06-26T05:15:00Z,2026-06-26T05:17:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000030""}",normalized,,,2026-06-26T05:17:00Z
304aa64a-6416-5f19-8760-28132c2764d3,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000031,2026-06-26T07:22:00Z,2026-06-26T07:24:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000031""}",normalized,,,2026-06-26T07:24:00Z
064a1176-98d9-5b8a-84a4-4969293d5319,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000032,2026-06-26T09:29:00Z,2026-06-26T09:31:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000032""}",normalized,,,2026-06-26T09:31:00Z
7f6fb38d-6a44-5920-9b31-07afd9ca721f,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000033,2026-06-26T11:36:00Z,2026-06-26T11:38:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000033""}",normalized,,,2026-06-26T11:38:00Z
24735683-d24f-52be-b778-5bfb5b7c7c0b,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000034,2026-06-26T13:43:00Z,2026-06-26T13:45:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000034""}",normalized,,,2026-06-26T13:45:00Z
d6356abb-4410-5968-9557-1a3450c8ade6,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000035,2026-06-26T14:50:00Z,2026-06-26T14:52:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000035""}",normalized,,,2026-06-26T14:52:00Z
e9fe3c0a-3ce1-5c90-ab39-d2757b5fa364,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000036,2026-06-26T15:57:00Z,2026-06-26T15:59:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000036""}",normalized,,,2026-06-26T15:59:00Z
09c74b52-9dc0-5d3d-874c-c94123484855,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000037,2026-06-26T01:04:00Z,2026-06-26T01:06:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000037""}",normalized,,,2026-06-26T01:06:00Z
eb01ec91-a9ff-5e22-8dbb-d693d6aa6d1e,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000038,2026-06-26T03:11:00Z,2026-06-26T03:13:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000038""}",normalized,,,2026-06-26T03:13:00Z
d18ab2d2-4dc2-5829-90fd-cd03c21f07e7,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000039,2026-06-26T05:18:00Z,2026-06-26T05:20:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000039""}",normalized,,,2026-06-26T05:20:00Z
10fa41f0-4045-5839-acaa-d301002317ea,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000040,2026-06-26T07:25:00Z,2026-06-26T07:27:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000040""}",normalized,,,2026-06-26T07:27:00Z
2237bc7b-316a-5b04-9863-0f917fbc74e9,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000041,2026-06-26T09:32:00Z,2026-06-26T09:34:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000041""}",normalized,,,2026-06-26T09:34:00Z
8292fcfd-335d-5034-83c4-aaa1254e5c84,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000042,2026-06-26T11:39:00Z,2026-06-26T11:41:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000042""}",normalized,,,2026-06-26T11:41:00Z
16ae64a4-027a-5654-a569-3503b7f2bdf3,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000043,2026-06-26T13:46:00Z,2026-06-26T13:48:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000043""}",normalized,,,2026-06-26T13:48:00Z
86c3ca91-2fa2-5e0e-aa7a-ccd4cf4a4703,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000044,2026-06-26T14:53:00Z,2026-06-26T14:55:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000044""}",normalized,,,2026-06-26T14:55:00Z
7c80204d-d530-55eb-98a3-de55c1657fc0,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000045,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000045""}",normalized,,,2026-06-26T15:02:00Z
c971644d-79ce-5b06-94ad-ce00f9b58bc6,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000046,2026-06-26T01:07:00Z,2026-06-26T01:09:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000046""}",normalized,,,2026-06-26T01:09:00Z
954b6d9e-d0ad-5a45-85bc-849afd7aa66b,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000047,2026-06-26T03:14:00Z,2026-06-26T03:16:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000047""}",normalized,,,2026-06-26T03:16:00Z
6be67ef1-bad0-5e8b-b495-25e241fe78fb,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000048,2026-06-26T05:21:00Z,2026-06-26T05:23:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000048""}",normalized,,,2026-06-26T05:23:00Z
950464e3-65b7-5fcb-98d1-31b30e3fdbe6,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000049,2026-06-26T07:28:00Z,2026-06-26T07:30:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000049""}",normalized,,,2026-06-26T07:30:00Z
a8f103db-35a9-5a6e-9171-6656d92d3956,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000050,2026-06-26T09:35:00Z,2026-06-26T09:37:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000050""}",normalized,,,2026-06-26T09:37:00Z
d10fd750-bf24-574b-ac23-e7663754d56a,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000051,2026-06-26T11:42:00Z,2026-06-26T11:44:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000051""}",normalized,,,2026-06-26T11:44:00Z
9d28a4a1-29ac-5171-8b4e-93e4f765ec2b,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000052,2026-06-26T13:49:00Z,2026-06-26T13:51:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000052""}",normalized,,,2026-06-26T13:51:00Z
682c0a72-3efd-5456-b7f5-eab2b60ac418,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000053,2026-06-26T14:56:00Z,2026-06-26T14:58:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000053""}",normalized,,,2026-06-26T14:58:00Z
9840a084-2ad9-5935-92c0-bb521b0d9e35,0658eaaf-f15f-57de-b508-23ed43852e9f,transaction,EVENT-SYN-000054,2026-06-26T15:03:00Z,2026-06-26T15:05:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-NAGAD-SYN-000054""}",normalized,,,2026-06-26T15:05:00Z
d55780fe-5fe7-594f-a1c6-1853b84a3981,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000055,2026-06-26T01:02:00Z,2026-06-26T01:04:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000055""}",normalized,,,2026-06-26T01:04:00Z
c2efd910-5741-556f-9da9-2143f417360e,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000056,2026-06-26T03:09:00Z,2026-06-26T03:11:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000056""}",normalized,,,2026-06-26T03:11:00Z
f25cc146-d700-5075-ad58-7253312250c8,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000057,2026-06-26T05:16:00Z,2026-06-26T05:18:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000057""}",normalized,,,2026-06-26T05:18:00Z
2e8cd1c3-5aa1-5d57-ae8d-84982b9785f7,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000058,2026-06-26T07:23:00Z,2026-06-26T07:25:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000058""}",normalized,,,2026-06-26T07:25:00Z
df80c6f2-3855-50b9-bb7e-7824532f799b,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000059,2026-06-26T09:30:00Z,2026-06-26T09:32:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000059""}",normalized,,,2026-06-26T09:32:00Z
17a81ef8-152b-54c8-93a5-29d1b233cf90,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000060,2026-06-26T11:37:00Z,2026-06-26T11:39:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000060""}",normalized,,,2026-06-26T11:39:00Z
c04f6f22-3ef9-5243-8ce4-3b369187aa50,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000061,2026-06-26T13:44:00Z,2026-06-26T13:46:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000061""}",normalized,,,2026-06-26T13:46:00Z
ea3d311f-9c95-5794-9026-7adc270f9b9c,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000062,2026-06-26T14:51:00Z,2026-06-26T14:53:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000062""}",normalized,,,2026-06-26T14:53:00Z
de5a407e-2e78-588d-b787-9c86d74b3577,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000063,2026-06-26T15:58:00Z,2026-06-26T16:00:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000063""}",normalized,,,2026-06-26T16:00:00Z
a4a1a7f4-47c3-5993-8652-49fc3a344791,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000064,2026-06-26T01:05:00Z,2026-06-26T01:07:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000064""}",normalized,,,2026-06-26T01:07:00Z
ad37f2d8-56c9-5c4a-bc2f-09db58ffa85b,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000065,2026-06-26T03:12:00Z,2026-06-26T03:14:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000065""}",normalized,,,2026-06-26T03:14:00Z
f678b75b-c91f-5887-b974-aac316d175c7,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000066,2026-06-26T05:19:00Z,2026-06-26T05:21:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000066""}",normalized,,,2026-06-26T05:21:00Z
f2201a84-2562-564f-9b2f-47f03636bcd9,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000067,2026-06-26T07:26:00Z,2026-06-26T07:28:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000067""}",normalized,,,2026-06-26T07:28:00Z
4e5d9fbc-08de-52a3-9bfa-5ae51331ce9c,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000068,2026-06-26T09:33:00Z,2026-06-26T09:35:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000068""}",normalized,,,2026-06-26T09:35:00Z
426328e8-519c-5217-ac15-ee3c5e8ff589,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000069,2026-06-26T11:40:00Z,2026-06-26T11:42:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000069""}",normalized,,,2026-06-26T11:42:00Z
688c4ba2-0d42-5647-a04c-17b33f2af40d,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000070,2026-06-26T13:47:00Z,2026-06-26T13:49:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000070""}",normalized,,,2026-06-26T13:49:00Z
ec80cdb6-d227-5e09-a5a5-b2595c12149e,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000071,2026-06-26T14:54:00Z,2026-06-26T14:56:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000071""}",normalized,,,2026-06-26T14:56:00Z
265cc7a4-35dd-5172-8b1d-f041fc8751e2,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000072,2026-06-26T15:01:00Z,2026-06-26T15:03:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000072""}",normalized,,,2026-06-26T15:03:00Z
12f60a34-3bd0-5b04-91a4-08b94d620fd4,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000073,2026-06-26T01:08:00Z,2026-06-26T01:10:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000073""}",normalized,,,2026-06-26T01:10:00Z
dabf72b4-12d6-500e-905b-82b6121497b8,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000074,2026-06-26T03:15:00Z,2026-06-26T03:17:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000074""}",normalized,,,2026-06-26T03:17:00Z
12e88744-1c80-57f0-af16-ac786e1bab93,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000075,2026-06-26T05:22:00Z,2026-06-26T05:24:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000075""}",normalized,,,2026-06-26T05:24:00Z
66f351b5-e9e2-5001-a24c-4a608873e5d1,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000076,2026-06-26T07:29:00Z,2026-06-26T07:31:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000076""}",normalized,,,2026-06-26T07:31:00Z
8274a5dd-d3a4-5611-8a31-0bb0b9b56527,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000077,2026-06-26T09:36:00Z,2026-06-26T09:38:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000077""}",normalized,,,2026-06-26T09:38:00Z
53b6a05c-7939-5299-8e78-8446d7033383,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000078,2026-06-26T11:43:00Z,2026-06-26T11:45:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000078""}",normalized,,,2026-06-26T11:45:00Z
212dbe4b-2d39-5342-bceb-1e7d14a5bb20,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000079,2026-06-26T13:50:00Z,2026-06-26T13:52:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000079""}",normalized,,,2026-06-26T13:52:00Z
f20b539b-9dc3-51a7-80e5-f453709d0f5f,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000080,2026-06-26T14:57:00Z,2026-06-26T14:59:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000080""}",normalized,,,2026-06-26T14:59:00Z
1da8f61b-6e2d-506b-bb56-6d5b6158d5d5,f74447ed-6b72-534f-b4e0-8c2e7a1ffe29,transaction,EVENT-SYN-000081,2026-06-26T15:04:00Z,2026-06-26T15:06:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-ROCKET-SYN-000081""}",normalized,,,2026-06-26T15:06:00Z
c6d953ea-f156-541d-994b-182b438fe144,1a5cea53-d14a-5940-a982-3de54940ef94,transaction,EVENT-SYN-000082,2026-06-26T01:03:00Z,2026-06-26T01:05:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-BKASH-SYN-000082""}",normalized,,,2026-06-26T01:05:00Z
fa95dc41-d9a8-52b1-9bfe-e44ffcebf47d,1a5cea53-d14a-5940-a982-3de54940ef94,transaction,EVENT-SYN-000083,2026-06-26T03:10:00Z,2026-06-26T03:12:00Z,"{""synthetic"":true,""synthetic_transaction_ref"":""TXN-BKASH-SYN-000083""}",normalized,,,2026-06-26T03:12:00Z
