cash_balance_snapshot_id,ingestion_event_id,simulation_run_id,outlet_id,balance,currency_code,observed_at,received_at,source_kind,created_at
1b81586c-a8e5-5b93-a8c9-06a99b7179a0,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,104500.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
57807bd6-8cb3-57a7-920a-dbea60d55d0f,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,104150.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
391153e5-532d-50d7-a719-76b670f4a421,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,103800.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
78ccff0e-4bd8-5ec0-9a59-c6bfff22d1dc,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,103450.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
40a204b3-5152-5af3-a40e-e9a496b88e75,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,103100.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
ad758925-9376-5498-a41b-d60224533566,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,102750.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
4c85eb10-c743-581f-a153-515261fd7b82,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,102400.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
94a69979-5b3a-52c4-b32a-460e6eb49fe9,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,102050.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
042c9a97-7883-5f19-9464-b47dbcfea275,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,101700.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
86ededbd-08b5-58c0-ba79-8f0b497cf513,,ab657634-87ea-5bf6-a616-c73015f5b287,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,101350.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
438acd58-8bdd-5307-8ceb-6eaae93a7352,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,120000.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,seed,2026-06-26T01:02:00Z
fd91963c-9c6c-54de-8f85-e4c0ab08e27d,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,119650.00,BDT,2026-06-26T02:00:00Z,2026-06-26T02:02:00Z,seed,2026-06-26T02:02:00Z
e650d050-b693-53c7-a748-5cd0ce17c993,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,119300.00,BDT,2026-06-26T03:00:00Z,2026-06-26T03:02:00Z,seed,2026-06-26T03:02:00Z
29b85f4d-4428-5557-a0da-e3f700250bc5,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,118950.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
d741f2f0-07e7-5ec2-8244-7d92a26d9c40,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,118600.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
11262268-eaff-5209-8c01-97f80d9c8ae3,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,118250.00,BDT,2026-06-26T06:00:00Z,2026-06-26T06:02:00Z,seed,2026-06-26T06:02:00Z
daf2f8dd-7a8c-5901-812b-550d5861b21e,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,117900.00,BDT,2026-06-26T07:00:00Z,2026-06-26T07:02:00Z,seed,2026-06-26T07:02:00Z
2ff72c06-1be8-5125-90b2-27449b76b852,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,117550.00,BDT,2026-06-26T08:00:00Z,2026-06-26T08:02:00Z,seed,2026-06-26T08:02:00Z
2d275cc6-7d0f-56e0-a0f7-06e8b9de0007,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,117200.00,BDT,2026-06-26T09:00:00Z,2026-06-26T09:02:00Z,seed,2026-06-26T09:02:00Z
f4a5142e-39e4-50ce-b2f4-437a7d2b2d88,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,116850.00,BDT,2026-06-26T10:00:00Z,2026-06-26T10:02:00Z,seed,2026-06-26T10:02:00Z
22568e7d-5195-5e6b-9236-a007b168d2a1,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,116500.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
9eee9a1d-e94b-5388-858e-d5d2dcfa9c18,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,116150.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
b0c70fcf-270d-5d65-9a26-15df6a192a86,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,115800.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
790335d7-2478-5d92-8156-a24618f343f3,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,115450.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
a2a6ad7a-ec0e-5fdf-9e78-ab3f290e026a,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,115100.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
2b4d0e99-2eb3-590a-9a7b-6bf91ff3e80c,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,114750.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
edaff77b-0c92-5b77-98bb-b5d8098faa23,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,114400.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
1ed8e7c7-ba74-5cb3-bce0-829cdb2c3786,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,114050.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
39547c3d-ca76-5b8e-8700-5c39c3660fe4,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,113700.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
07a3e425-693c-592d-8bc5-f9d2108e645a,,ab657634-87ea-5bf6-a616-c73015f5b287,950f7040-0e32-5657-a005-8111a74aa5e3,113350.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
3c716087-0fa1-566c-9688-f363edac0637,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,132000.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,seed,2026-06-26T01:02:00Z
6260fbc9-24f1-5961-81e7-f94d9fb2ca3d,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,131650.00,BDT,2026-06-26T02:00:00Z,2026-06-26T02:02:00Z,seed,2026-06-26T02:02:00Z
dff71d08-1f84-557f-8138-8bfe4dd3ded1,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,131300.00,BDT,2026-06-26T03:00:00Z,2026-06-26T03:02:00Z,seed,2026-06-26T03:02:00Z
2373f682-46ac-5b49-b0d4-23b1f3e3f973,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,130950.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
7c607984-96f8-5b78-af40-0db19b365f26,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,130600.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
22a5716d-cc45-5f90-9280-cd4dd15b1a4e,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,130250.00,BDT,2026-06-26T06:00:00Z,2026-06-26T06:02:00Z,seed,2026-06-26T06:02:00Z
c15ca30a-69bc-5da1-93f6-2e9ded19ce8d,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,129900.00,BDT,2026-06-26T07:00:00Z,2026-06-26T07:02:00Z,seed,2026-06-26T07:02:00Z
5bcd0f18-2700-5835-b304-a6b73a8e661d,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,129550.00,BDT,2026-06-26T08:00:00Z,2026-06-26T08:02:00Z,seed,2026-06-26T08:02:00Z
53724d86-8a78-5286-80b9-1793d175534d,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,129200.00,BDT,2026-06-26T09:00:00Z,2026-06-26T09:02:00Z,seed,2026-06-26T09:02:00Z
cbf82a58-728f-501a-a1fb-7afc27637d9e,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,128850.00,BDT,2026-06-26T10:00:00Z,2026-06-26T10:02:00Z,seed,2026-06-26T10:02:00Z
376664b5-ee4a-5496-8bbe-8bb15b4caabe,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,128500.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
e7513b6f-fd9f-525a-86b4-6219bf94db85,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,128150.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
77cb517a-d802-5693-ab52-b02404788da3,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,127800.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
d4a2e048-2029-5294-91ff-00efec0492a5,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,127450.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
dbc6321c-5dff-5e9b-899f-44c8787456ca,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,127100.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
35b900ae-95be-5afe-9b13-10dcc39a4076,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,126750.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
db006c50-7e53-5931-8f8b-957da0142112,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,126400.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
11e9d6d5-7b9a-5aa7-bb18-0c7c5845756f,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,126050.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
2e4fc649-3e61-54bb-95d3-5f0d671ed6d5,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,125700.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
2c2d9bfb-c5e5-52e2-bbf6-a364e88c0b06,,ab657634-87ea-5bf6-a616-c73015f5b287,c51a52aa-b76e-533e-9500-252f523656b1,125350.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
7f469b61-6b30-5354-9624-b9a39b46440e,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,144000.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,seed,2026-06-26T01:02:00Z
37deddb2-f745-5d39-8f65-2f3faae951f3,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,143650.00,BDT,2026-06-26T02:00:00Z,2026-06-26T02:02:00Z,seed,2026-06-26T02:02:00Z
9b1dd22b-e809-5a22-a850-579665f535ed,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,143300.00,BDT,2026-06-26T03:00:00Z,2026-06-26T03:02:00Z,seed,2026-06-26T03:02:00Z
aa7694b6-e999-58e2-ac21-e123060a7750,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,142950.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
0544f6c1-bc59-5f88-a47f-330b0aa8c7c2,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,142600.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
6e23bd44-1381-5c3a-8bea-4db002215e81,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,142250.00,BDT,2026-06-26T06:00:00Z,2026-06-26T06:02:00Z,seed,2026-06-26T06:02:00Z
a04644c2-123a-5e3a-81d8-b56fbe972006,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,141900.00,BDT,2026-06-26T07:00:00Z,2026-06-26T07:02:00Z,seed,2026-06-26T07:02:00Z
455d7700-69e5-5a9b-9fa2-009bba0ea964,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,141550.00,BDT,2026-06-26T08:00:00Z,2026-06-26T08:02:00Z,seed,2026-06-26T08:02:00Z
8fe61836-7e4a-5cff-aed2-27a50f6fa85b,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,141200.00,BDT,2026-06-26T09:00:00Z,2026-06-26T09:02:00Z,seed,2026-06-26T09:02:00Z
690e6249-fe5a-5fb4-a486-240c413548bd,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,140850.00,BDT,2026-06-26T10:00:00Z,2026-06-26T10:02:00Z,seed,2026-06-26T10:02:00Z
b03c4d94-ee74-5b46-ae12-55c4fe4dcea1,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,140500.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
398bb63d-14c3-5fde-a399-2dd0043fa1d1,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,140150.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
ee990df5-128d-5999-8ae7-fc4126989c34,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,139800.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
3fe86073-267e-57cf-be38-a5478a57cd94,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,139450.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
651bb32e-a092-5773-8f4a-dabe09762da5,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,139100.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
1e5d3e98-d7d2-505e-a34c-5e827e9ac66d,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,138750.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
a587076a-519f-5d6c-b375-6e3d96879854,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,138400.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
8256ab96-32f1-50f4-9e82-ec1c29414449,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,138050.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
804cc4db-b910-5086-abca-e86a757d3e63,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,137700.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
797307e1-1ddf-542a-a9be-c7a77ffb63dc,,ab657634-87ea-5bf6-a616-c73015f5b287,f1d6239c-8728-515e-9497-5d06cecab6c4,137350.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
d74400c2-9873-5e80-b571-c422d7a554aa,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,156000.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,seed,2026-06-26T01:02:00Z
4c668251-b37c-56de-befc-df579d384131,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,155650.00,BDT,2026-06-26T02:00:00Z,2026-06-26T02:02:00Z,seed,2026-06-26T02:02:00Z
04f90c71-0498-51db-8ad6-fa2bed457531,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,155300.00,BDT,2026-06-26T03:00:00Z,2026-06-26T03:02:00Z,seed,2026-06-26T03:02:00Z
97c27eaa-9568-5997-9b30-6e015d87d93b,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,154950.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
0f389ad7-aae9-5ff8-b132-b68e8bff3cb6,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,154600.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
5b5c7710-63b6-52ed-90d5-0fbce9f8cf87,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,154250.00,BDT,2026-06-26T06:00:00Z,2026-06-26T06:02:00Z,seed,2026-06-26T06:02:00Z
156764a1-8a3f-59e1-838a-6d1705b9180f,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,153900.00,BDT,2026-06-26T07:00:00Z,2026-06-26T07:02:00Z,seed,2026-06-26T07:02:00Z
e9202efd-8a40-5b42-8fb0-cfc9d1569597,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,153550.00,BDT,2026-06-26T08:00:00Z,2026-06-26T08:02:00Z,seed,2026-06-26T08:02:00Z
2ae072d9-7886-5b18-b286-ce00178fd47e,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,153200.00,BDT,2026-06-26T09:00:00Z,2026-06-26T09:02:00Z,seed,2026-06-26T09:02:00Z
5264b485-4f6e-5a08-92dd-fffe216161e6,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,152850.00,BDT,2026-06-26T10:00:00Z,2026-06-26T10:02:00Z,seed,2026-06-26T10:02:00Z
dff0f308-e41a-521f-b159-19d19875f071,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,152500.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
01cc701c-8bcf-53f5-9585-928e0881308a,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,152150.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
9d60ad33-96bc-53e3-bfea-da48ead99d29,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,151800.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
f5195688-95ec-58c6-acbb-fee933703ed8,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,151450.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
9be4b0ad-375c-5b15-b1db-4f1f6896b066,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,151100.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
3ce17d5e-6a44-5075-b183-241581d0f909,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,150750.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
fe20c140-5af1-5860-b071-26d4a61e1c4b,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,150400.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
f6ef0fee-226c-5e5e-92a2-5960715f5418,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,150050.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
bbedafae-3e22-5121-aba9-576d576da048,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,149700.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
6b3fba26-9afb-5099-affd-543e8e4fa829,,ab657634-87ea-5bf6-a616-c73015f5b287,5cc8ed11-22c7-5245-97e5-6b5d6f55a055,149350.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
55da759c-ca45-534b-96e3-4c2a8831c897,,55f1318e-806a-5486-a3f3-d3db4101cd1d,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,88300.00,BDT,2026-06-27T01:00:00Z,2026-06-27T01:02:00Z,seed,2026-06-27T01:02:00Z
