anomaly_flag_id,transaction_id
196ab1e7-2f23-5661-ba0c-0f15551ffd6e,88c8c5e0-3959-5b5e-8469-df9c0170ec56
196ab1e7-2f23-5661-ba0c-0f15551ffd6e,c2fe8e1d-7b90-524d-990e-d604bc62d52c
196ab1e7-2f23-5661-ba0c-0f15551ffd6e,3c0f9420-21b6-540f-95ba-3bddf44bf1df
ae0ef9b5-fe14-5f20-bf61-ef98e22e3701,decd3ee7-6469-5d70-9bb6-8ebb5e688cf0
ae0ef9b5-fe14-5f20-bf61-ef98e22e3701,a99044b4-3e39-59d4-a3e8-db499c91728f
ae0ef9b5-fe14-5f20-bf61-ef98e22e3701,cb58d6d6-5a0a-59fe-886e-26d73aeffeeb
ae0ef9b5-fe14-5f20-bf61-ef98e22e3701,22d3f3c2-3409-510c-bd24-a2363dab9034
ae0ef9b5-fe14-5f20-bf61-ef98e22e3701,9384a77b-5871-5e90-baef-b5d7d89981f7
ae0ef9b5-fe14-5f20-bf61-ef98e22e3701,2f5e335c-8c0b-5b27-bac9-679e09a7c7e3
0cc2663d-df0c-5a54-8645-8fd9930f950b,58d151aa-c461-51d0-8f6e-e7855321adf2
0cc2663d-df0c-5a54-8645-8fd9930f950b,e8268d85-fdf5-511f-a6da-0d5b84b763b0
0cc2663d-df0c-5a54-8645-8fd9930f950b,7c877228-17f2-5da6-83ca-7c62d8c501a9
0cc2663d-df0c-5a54-8645-8fd9930f950b,eafc58a1-b45d-578f-b05e-33b1de5fe0d8
0cc2663d-df0c-5a54-8645-8fd9930f950b,6c35e339-afb8-54df-9009-cc0f3c8cd7db
0cc2663d-df0c-5a54-8645-8fd9930f950b,b26ae3af-bbdf-5671-a899-fda0aaca80e4
0edc3671-4de7-5e00-8f36-623c7ad859c8,0b9e7a7d-3b4d-5ae4-89d1-b35f03ed3d38
0edc3671-4de7-5e00-8f36-623c7ad859c8,59a367c6-21fa-5a5a-86c8-dcd8d2feff2d
0edc3671-4de7-5e00-8f36-623c7ad859c8,e75105b1-43d4-54f1-ae84-848ca960b2cb
0edc3671-4de7-5e00-8f36-623c7ad859c8,b95b70df-cb11-52fc-80da-1ee337475780
0edc3671-4de7-5e00-8f36-623c7ad859c8,3a92547b-f813-5973-89ab-e071f28adf79
0edc3671-4de7-5e00-8f36-623c7ad859c8,80ab739a-c1ff-5ee0-8242-34fb00ea3a7b
4a0366a2-4e3d-594e-8fc2-6ee725c5c50e,55301602-7d38-55a2-a2d4-1c97f6628f3f
4a0366a2-4e3d-594e-8fc2-6ee725c5c50e,4a3d0ef4-14bc-51d6-82c1-bb9325f6d3b5
4a0366a2-4e3d-594e-8fc2-6ee725c5c50e,6e71011b-37b9-5b22-9e7f-3babd1df0e79
4a0366a2-4e3d-594e-8fc2-6ee725c5c50e,240dd778-bceb-5710-947c-70f172575cb9
4a0366a2-4e3d-594e-8fc2-6ee725c5c50e,6e20aa7e-c4c4-5ecd-8548-9592d0cde924
4a0366a2-4e3d-594e-8fc2-6ee725c5c50e,cbfb3ce8-2da0-5a85-ba81-28a1b6c8cc04
59fab7e1-054a-5217-8ae4-a3a27a832edf,bc40c086-ffa5-547a-8aa1-3ce80c87890d
59fab7e1-054a-5217-8ae4-a3a27a832edf,eda8ee6e-1b2a-5061-b663-01a65c90deaa
59fab7e1-054a-5217-8ae4-a3a27a832edf,4a5b8f90-0f4c-514d-b7e4-1bc53d6d2c95
59fab7e1-054a-5217-8ae4-a3a27a832edf,fef904d1-07b5-57f8-9099-52923010a26d
59fab7e1-054a-5217-8ae4-a3a27a832edf,4b375e39-87cb-5dee-b3cf-0e58297cb299
59fab7e1-054a-5217-8ae4-a3a27a832edf,74586e29-44e9-5039-93da-26be5c3c6ebb
e037b8ad-2cf4-5ae3-9e35-c2d45e2c1a5d,c701ca45-895a-5597-a9af-66834f8ffb0f
e037b8ad-2cf4-5ae3-9e35-c2d45e2c1a5d,738f575d-cc1a-5139-808d-8642a62d6352
e037b8ad-2cf4-5ae3-9e35-c2d45e2c1a5d,c67b8a5e-be4d-5198-9b70-419f7094fcac
e037b8ad-2cf4-5ae3-9e35-c2d45e2c1a5d,56b881f9-5b8c-527a-bd05-49bfda24ccc0
e037b8ad-2cf4-5ae3-9e35-c2d45e2c1a5d,39b759a9-d705-5d7b-b96f-822866d22652
e037b8ad-2cf4-5ae3-9e35-c2d45e2c1a5d,3b3e08e0-c591-5b7a-b6c6-5e9ccc3075ea
7e4025c5-1ad0-5582-a3e1-f99b8ccfb5b8,af525c04-7440-505a-9338-67de05a5c459
7e4025c5-1ad0-5582-a3e1-f99b8ccfb5b8,6f02c37d-fdb2-5ede-82f6-79669350f282
7e4025c5-1ad0-5582-a3e1-f99b8ccfb5b8,465753e6-6f94-5f62-b217-69dde540b00e
7e4025c5-1ad0-5582-a3e1-f99b8ccfb5b8,bae1af9e-6703-512a-96c8-09322721e1df
7e4025c5-1ad0-5582-a3e1-f99b8ccfb5b8,fb410ea0-8a2e-59f5-94df-c47c29a04a82
7e4025c5-1ad0-5582-a3e1-f99b8ccfb5b8,df890a15-29d8-5da1-b3b9-26f38ac53dac
85dcf8dd-599f-57d0-8c70-311ffde4cc7f,64213294-7096-570b-bd2c-785d75d110d0
85dcf8dd-599f-57d0-8c70-311ffde4cc7f,48a85ecd-441f-59ee-b385-9cd5c8354927
85dcf8dd-599f-57d0-8c70-311ffde4cc7f,1a6a8b14-6146-520f-a606-4d922b480bd8
85dcf8dd-599f-57d0-8c70-311ffde4cc7f,e344c76a-386e-5ee6-b817-33c200409d19
85dcf8dd-599f-57d0-8c70-311ffde4cc7f,70f7db7d-c8cf-5f1c-a305-55f58518beef
85dcf8dd-599f-57d0-8c70-311ffde4cc7f,acb20a61-3fa8-5eea-84c8-eeb2d3632700
3069cb84-853d-535e-9a92-21f6f5c9627e,ef4a64da-85b9-5c40-aba9-3a0a23d34fa6
3069cb84-853d-535e-9a92-21f6f5c9627e,5f995657-0652-5b49-a9bc-bb10c6212922
3069cb84-853d-535e-9a92-21f6f5c9627e,c0e64473-918d-5d2b-8f6c-86fdc61935ea
3069cb84-853d-535e-9a92-21f6f5c9627e,40bdcc9c-47df-5ebe-8627-8ecd5ac83992
3069cb84-853d-535e-9a92-21f6f5c9627e,e80d9987-3624-5362-9948-d02baa38424b
3069cb84-853d-535e-9a92-21f6f5c9627e,c6ef492b-1fc7-5f8e-8547-385c8eebb1d4
e5220b23-a1cd-57d0-a00e-061ee4616e2c,d17ab120-8413-537e-9049-d3f677ff75ab
e5220b23-a1cd-57d0-a00e-061ee4616e2c,7ec10879-6d06-5971-b2ac-19bcc76037d6
e5220b23-a1cd-57d0-a00e-061ee4616e2c,c05181ec-724c-5fb0-ac47-547d9f688243
e5220b23-a1cd-57d0-a00e-061ee4616e2c,212d56e0-e1cf-5c0e-aed9-3b921947be96
e5220b23-a1cd-57d0-a00e-061ee4616e2c,110b8010-1c14-5295-b1d9-a343da06764a
e5220b23-a1cd-57d0-a00e-061ee4616e2c,240a3350-53f2-58b1-8686-e02bc2c747a5
11064d9e-fe4f-56ef-9dd3-0b42c401f13d,33d49d86-c4dc-5d52-9ec0-2782dd70dcb6
11064d9e-fe4f-56ef-9dd3-0b42c401f13d,8b9a3738-0f70-5bbb-bb5a-c6ecc39d5385
11064d9e-fe4f-56ef-9dd3-0b42c401f13d,cfcdc8c3-46e5-5513-be26-0a3c43d39a1f
11064d9e-fe4f-56ef-9dd3-0b42c401f13d,9b08beff-a215-57b1-aa77-561617ff0674
11064d9e-fe4f-56ef-9dd3-0b42c401f13d,a2bee4e8-d5e6-5d36-909e-6c02f02380fb
11064d9e-fe4f-56ef-9dd3-0b42c401f13d,d8c1d662-d9c3-5251-af63-5c7221c5e8e0
ae703e3c-f4bb-501e-9b43-2e068c953a4e,50da627a-70a4-5cd1-b7ff-bedd51729a15
ae703e3c-f4bb-501e-9b43-2e068c953a4e,00f53512-ed49-5604-81da-b1c11e3fa10c
ae703e3c-f4bb-501e-9b43-2e068c953a4e,f3c7c472-a193-502f-b3af-2793ada2efac
ae703e3c-f4bb-501e-9b43-2e068c953a4e,514550e0-acdf-5305-8127-cf2e66de7654
ae703e3c-f4bb-501e-9b43-2e068c953a4e,ea43f6b5-c32b-5bd6-b458-7a1a13caa04f
ae703e3c-f4bb-501e-9b43-2e068c953a4e,2addc953-8e32-5154-8d8a-759c0d3752fa
183f9a42-8a53-5c3c-a2f8-b2704d40fd6a,ae161baf-1eac-503b-a7c8-055a4e81c563
183f9a42-8a53-5c3c-a2f8-b2704d40fd6a,af76b710-d35c-558a-89bf-1370a8f650a9
183f9a42-8a53-5c3c-a2f8-b2704d40fd6a,2c406aa3-c7ca-5272-97bc-f29018478341
183f9a42-8a53-5c3c-a2f8-b2704d40fd6a,705b302a-50bd-546a-bed4-b8db7807328a
183f9a42-8a53-5c3c-a2f8-b2704d40fd6a,295cb681-83b0-55f3-b80f-dfb0c5fb5425
183f9a42-8a53-5c3c-a2f8-b2704d40fd6a,58930c66-f501-57cf-a889-b0c2874c10e1
19c7df8e-d0c4-5853-a5c0-01241bbc397d,306f896d-bd18-5def-a4bd-2a202ff22a15
19c7df8e-d0c4-5853-a5c0-01241bbc397d,82c199e1-e533-5b45-833a-11cbe25e4937
19c7df8e-d0c4-5853-a5c0-01241bbc397d,e985989d-8cf7-5973-b558-a5c325063f8c
19c7df8e-d0c4-5853-a5c0-01241bbc397d,18ec8ba0-6015-59ac-8d86-af2d0c1e1c45
19c7df8e-d0c4-5853-a5c0-01241bbc397d,6a6d7925-3627-540f-bd3d-88a54b8f7297
19c7df8e-d0c4-5853-a5c0-01241bbc397d,969302a3-51d5-522a-886b-cc1b7c195a80
3fa03aa0-3c07-5d6b-b9c5-aaf62c049056,cce20bfc-df91-5b7a-9efb-64d276fb925c
3fa03aa0-3c07-5d6b-b9c5-aaf62c049056,223d753c-0725-50b5-ab5c-818ef89136a9
3fa03aa0-3c07-5d6b-b9c5-aaf62c049056,5c4ee280-759d-5072-86ed-f4c308179f67
3fa03aa0-3c07-5d6b-b9c5-aaf62c049056,88c8c5e0-3959-5b5e-8469-df9c0170ec56
3fa03aa0-3c07-5d6b-b9c5-aaf62c049056,c2fe8e1d-7b90-524d-990e-d604bc62d52c
3fa03aa0-3c07-5d6b-b9c5-aaf62c049056,3c0f9420-21b6-540f-95ba-3bddf44bf1df
c29bedc7-344f-5cca-88bb-9303b3ffb3ea,decd3ee7-6469-5d70-9bb6-8ebb5e688cf0
c29bedc7-344f-5cca-88bb-9303b3ffb3ea,a99044b4-3e39-59d4-a3e8-db499c91728f
c29bedc7-344f-5cca-88bb-9303b3ffb3ea,cb58d6d6-5a0a-59fe-886e-26d73aeffeeb
c29bedc7-344f-5cca-88bb-9303b3ffb3ea,22d3f3c2-3409-510c-bd24-a2363dab9034
c29bedc7-344f-5cca-88bb-9303b3ffb3ea,9384a77b-5871-5e90-baef-b5d7d89981f7
c29bedc7-344f-5cca-88bb-9303b3ffb3ea,2f5e335c-8c0b-5b27-bac9-679e09a7c7e3
f35390a7-d1c1-560d-a4dc-8349d5e24ad6,58d151aa-c461-51d0-8f6e-e7855321adf2
f35390a7-d1c1-560d-a4dc-8349d5e24ad6,e8268d85-fdf5-511f-a6da-0d5b84b763b0
f35390a7-d1c1-560d-a4dc-8349d5e24ad6,7c877228-17f2-5da6-83ca-7c62d8c501a9
f35390a7-d1c1-560d-a4dc-8349d5e24ad6,eafc58a1-b45d-578f-b05e-33b1de5fe0d8
f35390a7-d1c1-560d-a4dc-8349d5e24ad6,6c35e339-afb8-54df-9009-cc0f3c8cd7db
f35390a7-d1c1-560d-a4dc-8349d5e24ad6,b26ae3af-bbdf-5671-a899-fda0aaca80e4
