provider_balance_snapshot_id,ingestion_event_id,simulation_run_id,outlet_provider_account_id,provider_id,outlet_id,balance,currency_code,observed_at,received_at,source_kind,created_at
13fd8408-b2cb-54c9-b7fc-c852f51596b5,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,76640.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
7a3adf48-6015-52b2-be64-72e72ab061a9,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,83640.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
c573894d-bae0-5cfa-825a-daaf73c07afa,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,69520.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
5c24df1e-9403-5ab5-b06b-7b318ece717c,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,76520.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
9188ccdd-4b6d-514e-9990-700678ce6b29,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,83520.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
fbf508b5-c9d6-5fa8-8932-c6fb32e84498,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,69400.00,BDT,2026-06-26T06:00:00Z,2026-06-26T06:02:00Z,seed,2026-06-26T06:02:00Z
7240f99e-64f9-5f20-b2e1-e172e5c21111,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,76400.00,BDT,2026-06-26T06:00:00Z,2026-06-26T06:02:00Z,seed,2026-06-26T06:02:00Z
2f2eff36-4f8f-5679-98f4-cc1aa16d8110,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,83400.00,BDT,2026-06-26T06:00:00Z,2026-06-26T06:02:00Z,seed,2026-06-26T06:02:00Z
54f92473-1764-5b20-84cf-dc8782391fd6,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,69280.00,BDT,2026-06-26T07:00:00Z,2026-06-26T07:02:00Z,seed,2026-06-26T07:02:00Z
4d38f70c-fa52-53a0-8adc-a99ca16daa2e,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,76280.00,BDT,2026-06-26T07:00:00Z,2026-06-26T07:02:00Z,seed,2026-06-26T07:02:00Z
40aff364-473d-5f1d-a208-eff8fd989289,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,83280.00,BDT,2026-06-26T07:00:00Z,2026-06-26T07:02:00Z,seed,2026-06-26T07:02:00Z
33a248ee-7a61-5029-87f1-365ee81d390e,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,69160.00,BDT,2026-06-26T08:00:00Z,2026-06-26T08:02:00Z,seed,2026-06-26T08:02:00Z
bf6bd69b-94b5-583c-bbc0-c5d89ff7d6aa,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,76160.00,BDT,2026-06-26T08:00:00Z,2026-06-26T08:02:00Z,seed,2026-06-26T08:02:00Z
49a8eaa9-5fa1-5a41-b3c4-1cf9aac7aba0,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,83160.00,BDT,2026-06-26T08:00:00Z,2026-06-26T08:02:00Z,seed,2026-06-26T08:02:00Z
38b7a88e-cb76-5f4b-a7d5-0108b107047b,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,69040.00,BDT,2026-06-26T09:00:00Z,2026-06-26T09:02:00Z,seed,2026-06-26T09:02:00Z
91992a66-4e31-5636-9061-2e3f90976585,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,76040.00,BDT,2026-06-26T09:00:00Z,2026-06-26T09:02:00Z,seed,2026-06-26T09:02:00Z
dd5558cc-c63b-518b-93bd-06ee6f64e556,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,83040.00,BDT,2026-06-26T09:00:00Z,2026-06-26T09:02:00Z,seed,2026-06-26T09:02:00Z
32614287-dd25-509c-8b92-e97c0c1b330d,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68920.00,BDT,2026-06-26T10:00:00Z,2026-06-26T10:02:00Z,seed,2026-06-26T10:02:00Z
fa419e48-46a6-558b-a68d-9496ae84930e,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75920.00,BDT,2026-06-26T10:00:00Z,2026-06-26T10:02:00Z,seed,2026-06-26T10:02:00Z
abc7c3d4-448e-5794-b45a-dbe66bb84f74,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82920.00,BDT,2026-06-26T10:00:00Z,2026-06-26T10:02:00Z,seed,2026-06-26T10:02:00Z
bf07f9b2-f58d-5671-adf4-87eb132ccf07,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68800.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
3ad727d4-34ed-5bb8-8fca-0b79c75eb9a7,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75800.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
e2ec7b80-9728-5e61-9300-f65af718c80f,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82800.00,BDT,2026-06-26T11:00:00Z,2026-06-26T11:02:00Z,seed,2026-06-26T11:02:00Z
36a0f466-33a7-574d-828b-7bcdab93207a,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68680.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
568bdcb8-9830-5480-8d0f-f8d1f1b74e70,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75680.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
2878b094-d490-5f11-b136-e3d22c24ccba,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82680.00,BDT,2026-06-26T12:00:00Z,2026-06-26T12:02:00Z,seed,2026-06-26T12:02:00Z
ae376310-d26d-52ab-ac25-d104165c42dc,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68560.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
ee0cc8d6-d41f-5ac9-868d-78d95addab25,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75560.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
f98c3f2b-e279-5452-8b48-f5ddc5b3f095,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82560.00,BDT,2026-06-26T13:00:00Z,2026-06-26T13:02:00Z,seed,2026-06-26T13:02:00Z
84dfb2b8-1b76-5239-8e4c-1c7e68437e85,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68440.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
8cb4e81e-3641-5709-99f5-bc224301949b,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75440.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
233222d6-06bb-55a2-b2a6-2b828d9ac5a4,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82440.00,BDT,2026-06-26T14:00:00Z,2026-06-26T14:02:00Z,seed,2026-06-26T14:02:00Z
3309a41a-0856-5529-a074-c149cb607daa,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68320.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
42175c43-35d8-5a36-b869-a3f72fcbed7c,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75320.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
497e2a6f-44f8-5a18-8d0f-44e75f1e0140,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82320.00,BDT,2026-06-26T15:00:00Z,2026-06-26T15:02:00Z,seed,2026-06-26T15:02:00Z
588a36cd-7a0e-5877-abf3-f826b43fe7f4,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68200.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
987ffbc7-ced0-589c-aae2-542cd0ca9dfd,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75200.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
11eb3925-cbb3-5397-972c-f10e899715dc,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82200.00,BDT,2026-06-26T16:00:00Z,2026-06-26T16:02:00Z,seed,2026-06-26T16:02:00Z
f841b9ab-9bf6-5d7d-80e0-6564135d0a5c,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,68080.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
e99d4aa9-2cf2-5e0b-afc2-ec7bcdc158e6,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,75080.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
97025d4c-b25c-5a37-b770-4e2243eba03f,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,82080.00,BDT,2026-06-26T17:00:00Z,2026-06-26T17:02:00Z,seed,2026-06-26T17:02:00Z
f294186d-9d03-520c-94f7-cd4c0fac5d03,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,67960.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
853d7acb-2670-5edc-8794-ad850b08f461,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,74960.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
a2d6975b-33fa-54fa-a9e1-a749bd663b76,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,81960.00,BDT,2026-06-26T18:00:00Z,2026-06-26T18:02:00Z,seed,2026-06-26T18:02:00Z
6b3de200-b77c-5696-8873-7eac6a393c67,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,67840.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
352909ef-e4b6-5fe8-b78d-10f13121b148,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,74840.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
cb81f75b-3377-50f3-b368-b4ab7018d25b,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,81840.00,BDT,2026-06-26T19:00:00Z,2026-06-26T19:02:00Z,seed,2026-06-26T19:02:00Z
b6ec1e8f-aadb-543d-8f60-731e8e9bc679,,ab657634-87ea-5bf6-a616-c73015f5b287,63802dac-b6b3-5e8d-83f0-5a85b0f2269e,11111111-1111-1111-1111-111111111111,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,67720.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
b5fcf0bc-7c51-5a4d-8c2f-78aeb5e8c14c,,ab657634-87ea-5bf6-a616-c73015f5b287,25c552cc-32cf-5a83-9e9b-887212da7936,22222222-2222-2222-2222-222222222222,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,74720.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
7579fc0e-85ed-52e8-a90f-c0a930b775cf,,ab657634-87ea-5bf6-a616-c73015f5b287,d6b2913f-c3a8-56f7-a5c3-3078c3c7d9c2,33333333-3333-3333-3333-333333333333,c79304d5-6c6d-50df-92b0-6ba3b8ad7e19,81720.00,BDT,2026-06-26T20:00:00Z,2026-06-26T20:02:00Z,seed,2026-06-26T20:02:00Z
ed325a94-f7b7-5c6d-ab7a-c2c626df7a90,,ab657634-87ea-5bf6-a616-c73015f5b287,e0e14c47-576b-551e-92d9-401078f67e0e,11111111-1111-1111-1111-111111111111,950f7040-0e32-5657-a005-8111a74aa5e3,79000.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,seed,2026-06-26T01:02:00Z
5f5607c1-7fee-566a-b274-638a25ac5c29,,ab657634-87ea-5bf6-a616-c73015f5b287,3545da2c-761a-586b-9fbd-a1f74ed986ca,22222222-2222-2222-2222-222222222222,950f7040-0e32-5657-a005-8111a74aa5e3,86000.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,seed,2026-06-26T01:02:00Z
e6146ba4-91d1-5676-9723-4d8a9d3b08ad,,ab657634-87ea-5bf6-a616-c73015f5b287,cb84aead-5b1e-5305-9610-f8b3c7f8356d,33333333-3333-3333-3333-333333333333,950f7040-0e32-5657-a005-8111a74aa5e3,93000.00,BDT,2026-06-26T01:00:00Z,2026-06-26T01:02:00Z,seed,2026-06-26T01:02:00Z
f70fa97c-ffc7-5240-bd64-8f00476dfdc6,,ab657634-87ea-5bf6-a616-c73015f5b287,e0e14c47-576b-551e-92d9-401078f67e0e,11111111-1111-1111-1111-111111111111,950f7040-0e32-5657-a005-8111a74aa5e3,78880.00,BDT,2026-06-26T02:00:00Z,2026-06-26T02:02:00Z,seed,2026-06-26T02:02:00Z
2df2837e-5e40-566e-8109-18ece50b9fea,,ab657634-87ea-5bf6-a616-c73015f5b287,3545da2c-761a-586b-9fbd-a1f74ed986ca,22222222-2222-2222-2222-222222222222,950f7040-0e32-5657-a005-8111a74aa5e3,85880.00,BDT,2026-06-26T02:00:00Z,2026-06-26T02:02:00Z,seed,2026-06-26T02:02:00Z
13f627c9-d417-5998-bea6-ac39a09e9099,,ab657634-87ea-5bf6-a616-c73015f5b287,cb84aead-5b1e-5305-9610-f8b3c7f8356d,33333333-3333-3333-3333-333333333333,950f7040-0e32-5657-a005-8111a74aa5e3,92880.00,BDT,2026-06-26T02:00:00Z,2026-06-26T02:02:00Z,seed,2026-06-26T02:02:00Z
32f82076-910b-5308-85d3-bca25571cb8e,,ab657634-87ea-5bf6-a616-c73015f5b287,e0e14c47-576b-551e-92d9-401078f67e0e,11111111-1111-1111-1111-111111111111,950f7040-0e32-5657-a005-8111a74aa5e3,78760.00,BDT,2026-06-26T03:00:00Z,2026-06-26T03:02:00Z,seed,2026-06-26T03:02:00Z
473919fe-ae15-530f-b009-6bfc3eb7d076,,ab657634-87ea-5bf6-a616-c73015f5b287,3545da2c-761a-586b-9fbd-a1f74ed986ca,22222222-2222-2222-2222-222222222222,950f7040-0e32-5657-a005-8111a74aa5e3,85760.00,BDT,2026-06-26T03:00:00Z,2026-06-26T03:02:00Z,seed,2026-06-26T03:02:00Z
341924cf-31db-5729-b8fb-653824f082ae,,ab657634-87ea-5bf6-a616-c73015f5b287,cb84aead-5b1e-5305-9610-f8b3c7f8356d,33333333-3333-3333-3333-333333333333,950f7040-0e32-5657-a005-8111a74aa5e3,92760.00,BDT,2026-06-26T03:00:00Z,2026-06-26T03:02:00Z,seed,2026-06-26T03:02:00Z
1e50ca18-0e83-5d10-a27c-7446fb7c5f39,,ab657634-87ea-5bf6-a616-c73015f5b287,e0e14c47-576b-551e-92d9-401078f67e0e,11111111-1111-1111-1111-111111111111,950f7040-0e32-5657-a005-8111a74aa5e3,78640.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
9891f413-4787-54ed-8e19-43e81abceacd,,ab657634-87ea-5bf6-a616-c73015f5b287,3545da2c-761a-586b-9fbd-a1f74ed986ca,22222222-2222-2222-2222-222222222222,950f7040-0e32-5657-a005-8111a74aa5e3,85640.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
74eb235c-6609-514a-b18f-af96b507dadf,,ab657634-87ea-5bf6-a616-c73015f5b287,cb84aead-5b1e-5305-9610-f8b3c7f8356d,33333333-3333-3333-3333-333333333333,950f7040-0e32-5657-a005-8111a74aa5e3,92640.00,BDT,2026-06-26T04:00:00Z,2026-06-26T04:02:00Z,seed,2026-06-26T04:02:00Z
2879f017-ce7b-5bc7-b9e8-051f5ea71d3f,,ab657634-87ea-5bf6-a616-c73015f5b287,e0e14c47-576b-551e-92d9-401078f67e0e,11111111-1111-1111-1111-111111111111,950f7040-0e32-5657-a005-8111a74aa5e3,78520.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
2afbc96f-5efa-5b0e-b5fa-38d7649e6142,,ab657634-87ea-5bf6-a616-c73015f5b287,3545da2c-761a-586b-9fbd-a1f74ed986ca,22222222-2222-2222-2222-222222222222,950f7040-0e32-5657-a005-8111a74aa5e3,85520.00,BDT,2026-06-26T05:00:00Z,2026-06-26T05:02:00Z,seed,2026-06-26T05:02:00Z
